"item","prompt"
"winogrande.14","Brian helped Jeffrey put on their makeup, because Brian had years of experience applying it.

Donald went to college after high school and Steven didn't, so Steven ended up with a lot more free time.

Sarah was planning a surprise vacation for Megan to Canada but Megan was trying to figure out the secret.

In the morning, Betty had less pain in their back than Mary because Mary had slept on the floor.

The security guard had to report Elena but not Laura because Laura was acting normal.

Tanya spent more on the children's birthday party than Amy. Tanya"
"winogrande.243","Richard went outside and extracted the honey from the bee hive into the jar until the jar was wet.

Amy was standing far away from Jessica when the attack happened, so Jessica experienced most of the  bleeding.

The cake tasted better than the pie because the icing on the cake was sweeter.

The baby of Monica is sick, but Jessica's is very healthy because Jessica feeds her baby a well-rounded diet.

The list of players on the baseball team was shorter than that of the basketball team because everyone loved basketball .

Donald has a problem with hearing in his ears unlike Benjamin because Benjamin"
"winogrande.226","When we moved the table next to the stove I was overcome with heat exhaustion.  The table was quickly moved.

Maria phoned Sierra last night and Christine phoned Jan last night. Christine called Jan last night.

Jeffrey suspected Adam had an addiction to pain pills, so Jeffrey did not prescripe anymore pills.

The husband wasn't able to afford to budget in a boat but could afford a car because the boat was too expensive.

Joseph gave wise guidance to Hunter, and thanks to Hunter accepting their help, they ended up having a really good life.

John sold the three chairs and used the money to buy twelve shoes. The shoes"
"winogrande.464","Benjamin ordered Samuel to get some ripe jicama from the forests because Samuel had nothing to do.

The boat was great for Joseph but not Kyle because Joseph loved being on the water.

Victoria was a prisoner and Carrie was a guard, so it was a good day for Carrie when they escaped their shift.

The new dishwasher used less power than the new washing machine because the washing machine was inefficient.

Victoria knew how to play the game very well unlike Rachel, because Victoria has played before.

Brett took more medicines than Aaron did although Aaron"
"winogrande.475","Kira struggled to study from her textbook, but found she could learn well from the website, so she stopped using the textbook .

Medical treatments were a steady part of Aaron's life, but not Ian's because Ian ate healthy foods.

During the accident, a car ran over Mary's foot, but avoided hitting her hand, so the hand was fine.

Adam had a soft spot for goth fashion, which Ian wore, so Ian was always appealing to them.

Benjamin was not allergic to cats but Matthew was, so Benjamin went to the shelter and picked up two of them.

Patricia teaches Kindergarten students, Christine teaches High School students therefore Christine"
"winogrande.129","Betsy wanted tonight's dinner to be ravioli that her mom makes and not casserole because she hates the casserole .

Amy made a lot of enemies in life but Laura did not. Laura was always happy.

Victoria installed a koi pond in Patricia's yard even though it was freezing cold out, but Patricia didn't appreciate the favor.

Kyle brought a book for the bus ride because he found the bus to be boring.

Ian made a Make a Wish Bracelet with hemp string and beads for Jeffrey because  Jeffrey has a cancer.

Jason really wanted to get the job, but he felt like he flunked the interview. The manager called and said he could try the interview"
"winogrande.167","During a job interview, Matthew asked Christopher about their prior jobs because Matthew wanted to know.

Michael enjoyed the poetry reading more than Craig because Michael had majored in English during college.

Lindsey watched a cooking video where Felicia was explaining how to prepare and cook okra, and Felicia explained exactly what to do.

When touring abroad, it's better to visit the caves instead of the museums because the caves are much more interesting.

Logan was able to sleep well every night, but Samuel struggled with nightly insomnia.  Logan usually felt very rested and refreshed.

Megan forgot to buy deodorant at the store so they borrowed Jessica's deodorant and Megan"
"winogrande.832","The app was easier to install on the computer than the phone because there was more free space on the computer .

The rat took fabric from the quilt and put it in the nest, so now the quilt has less material.

I decided to use conditioner instead of shampoo on my hair, the shampoo removes more moisture.

Kenneth downloads info using his computer while Logan uses a tablet, Kenneth used his computer to download an excel file.

Ryan was a very professional person at work unlike Jason because Ryan had good manners.

We reached a settlement with the company but were roadblocked by the court.  The court"
"winogrande.246","Craig fell in one of the holes that Joseph dug and didn't warn them about and Joseph apologized.

Angela loved playing baseball on a team with all their friends but Christine did not because Christine did not enjoy sports.

The perfume applied could not mask the odor from the cloth. The odor is stronger.

Patricia was better at converting a decimal to a fraction than Rachel because Patricia was really good at math.

Lawrence always felt more comfortable mingling at parties then Dennis did because Dennis was an introvert.

Late at night, Rebecca was more tired than Jessica so Jessica"
"winogrande.425","Maria liked to play adventure games. Monica preferred brain games. Maria didn't like having to think hard.

Amy had to change their car coolant but not Christine because the car of Amy was overheating.

He didn't want to send the personal letter to her, so he sent a card instead.  The letter was too revealing to share.

My sister's children are really tech-savvy. They asked me for a tablet instead of a lego set because the tablet is more advanced.

The head of Leslie is aching, but Justin feels just fine, so Justin must be the one who is healthy.

Randy showed Samuel the abused horse that he rescued from the shelter.  Samuel"
"winogrande.259","While Ryan had the flu and Samuel didn't, Samuel spent the day cleaning and watching tv.

Carmen couldn't remember her password for her eBay account, but she remembered her username, because the username was simple.

The desktop worked better sitting on the couch than it did sitting on the pillow, because the pillow generated too much heat.

You will see lots of weeds in the yard of Matthew but none in the yard of Aaron as Matthew hates outside work.

Cynthia gave Elena their bank account number, and Cynthia trusted them not to steal from them.

The woman used a gentle technique when painting the urn but applied more pressure when painting the vase, because the Vase"
"winogrande.1208","As we prepared the vegetables for dinner, we kept the carrot but threw out the broccoli as the broccoli was moldy.

Victoria wants to make her hairline grow back so she visits Megan, because Victoria wants to look pretty.

I grabbed a pile of clothes from the basket that contained a T-shirt and a Sweater, since it was cold outside I put on the Sweater to wear.

The work that Jeffrey had to do was worse than that of Nick, because Jeffrey work was intense.

The band member tried to put the guitar in the case but it wouldn't fit because  the guitar was too big.

Paint was applied to the chairs but not the tables, since the chairs"
"winogrande.32","Donald was taking medication for pain but Christopher knew it was not because Donald had injured his back.

At dinner, Tanya gave the rest of her spinach to Betty, because Betty was hungry.

Justin noticed that Logan was coughing and went to get some cough medicine for it because Justin was a helpful person.

Moving to California was a dream for Samuel while Leslie preferred New York. Samuel liked the beach and sunshine.

Kyle gets lots of warts, but Nelson does not. People think that Nelson is normal.

Patricia teaches Kindergarten students, Christine teaches High School students therefore Patricia"
"winogrande.701","The new employee loved working with Samuel but hated working with Ryan for the reason that Ryan did poorly at their job.

The company paid a higher salary than the business because the company made more money.

Jane tried to apply her makeup in the mirror at home or at her workplace bathroom, she was on time so she applied her makeup at the home mirror .

Erin caught more fish than Jennifer , so Erin was happy with their fishing trip.

Ryan went on a drive on his boat with Steven during the summer, because Ryan like to drive.

Dennis did not enjoy their afternoon but Hunter did because Hunter"
"winogrande.508","Adam cut a piece of cake to save for Brian, and Brian felt gratitude toward her for exercising self control.

Betty suffered from debilitating social anxiety, and Elena was an extrovert, so Elena wanted to constantly interact with them.

Leslie decides to surprise Aaron with a new piece of furniture, but Leslie has second thoughts about the expensive gift.

The town gave the mayor a ribbon instead of a trophy for recognition of all of his hard work because the trophy was stolen.

Betty was always in trouble with the law but Monica wasn't. Betty had to keep an attorney on retainer.

The woman kept the bikini but returned the top, because the bikini"
"winogrande.764","John cannot eat the bacon brought to him and he decided to eat the beef instead. The bacon is rotting.

Katrina decided to follow Rachel home from the party because Rachel knew the way back.

The employer decided to not offer Patricia employment but offer to Kayla because Kayla was more qualified for the position.

Felicia was late for an appointment with Erin so Felicia felt a lot of stress because they knew the importance of being on time.

Nick asked Christopher how to focus a camera, since Nick had never been able to get the hang of that.

Kenneth did not like Hunter because he was not a good manager. But he still respected Hunter"
"winogrande.540","Lindsey wore more shorts in the summer months than Samantha because Samantha had more sensitive skin.

It was harder to get a job at the diner than at the firm because the firm had more openings.

Elena was afraid to take a helicopter ride with Emily, because Elena was too cautious on such rides.

Justin took one look at Randy and his outfit and complimented his style, because Justin likes luxury brands.

Lucy liked gambling at the casino more than the truckstop because there were better odds at the casino .

Michael had less money than Samuel did because Michael"
"winogrande.1041","Tanya was better at converting Fahrenheit to Kelvin compared to Rebecca, so the teacher congratulated Tanya .

Kyle's computer is broken, so he takes it to Joseph to get it fixed. Kyle is a novice computer user.

Aaron thought a churro was great end to a meal but not Benjamin. Benjamin ordered flan after their meal at the Mexican restaurant.

Amy bought a new storage bin from Monica at the hardware store because Monica is a store owner.

Katrina showed Erin how to do her hair like Arwen, because Erin had never been able to do that before.

Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the shoes"
"winogrande.284","Patricia refused to learn any life lessons from Natalie, even though Natalie offered the knowledge.

Michael's best friend Joel suffers from a scary type of diabetes, so Michael is trying to help him as much as possible.

The woman decided to grow oregano instead of basil, because the basil was used in few of her receipes.

Betty happily bathed Angela in the small kitchen sink, because Betty was a good mother.

Derrick was able to skip the test unlike Donald because Derrick was present the day there was an option to opt out.

Michael swam in the pond for longer than Derrick because Michael"
"winogrande.398","Samuel could really smell the wet dog on the furniture of the rental, whereas Matthew couldn't despite  Matthew having a stronger sense of smell.

Rebecca is more suited for the position of Chief Financial Officer than Amy because Rebecca has more experience in finance.

The cancer was contained in the lung and did not migrate to the heart, as the heart was so resistant to it.

The birdcage couldn't hold another fun toy for the bird because the toy was huge.

The man skipped watering the plant and only watered the lawn because the lawn was dry.

Mike doesn't like the table in his living room as much as the couch. The couch"
"winogrande.490","He thought the shots would hurt more than the drops would, but the drops stung.

The movers took furniture out of the house and put it in the truck until the house was empty.

Kyle likes to eat natural foods all day long but Eric doesn't because Kyle wants to be healthy.

Victoria needed to prepare Samantha for the big news but Samantha couldn't be found outside.

At the play audition, Donald didn't get the role, though Christopher did, so Donald is likely the worse actor.

Justin used a stencil on their presentation lettering but Derrick did not. Justin"
"winogrande.1128","The biting wind froze the pipe but not the chimney, as the chimney was adequately insulated.

Mary wanted to know Megan's business hours, so Megan told her the hours were posted online.

The beam could no longer support the roof, as the roof was too heavy for it.

Samuel is being taught how to battle cancer with the help of Randy, so Samuel is the cancer patient.

The new microwave will not fit in the trunk because the microwave is too deep.

Happiness was most important to Nick but money was most important to William. Nick"
"winogrande.1141","It was easier for Robert than Aaron to tan because Robert had a job where they worked outside.

He put the medicine ball and jump-rope away after his workout.  The medicine ball was heavy.

Jennifer didn't mind doing ironing but Tanya couldn't stand it. Jennifer spent hardly any money at the dry cleaners.

Neil used Kenneth's iron to press their pants, but Neil thought that it was easier to hang them.

Although Derrick has more of a history reading books than Eric, Derrick likes to read more per day.

She chose the black car over the green car, because the green car"
"winogrande.767","Matt walked across the sand on the beach and burned the skin on his feet because the skin was too cool.

John decided on listening to his good friend instead of talking because the listening would be respectful.

Natalie eagerly told Maria how she was going to go out to Hollywood to become a celebrity.  Natalie was confident.

Most teenagers find it easier to start playing a flute than a violin because the flute is a lot easier to tune.

She couldn't move the ivy plants to the new pots because the ivy plants were too large.

The tip of James pencil was breaking while writing on the paper sheet. The pencil"
"winogrande.864","Jesse ordered pizzas for the party instead of sandwiches because everyone hated the sandwiches .

Herald invested in the stock market rather than bitcoin. He thought the bitcoin was a dangerous investment.

Sarah used bug spray and Cynthia did not, so Cynthia had several insect bites when camping.

It hurt when the bar was pressing on his chest, but not the beam, because the beam was light.

The boy woke up from a dream thinking that it was his birthday that day and was disappointed because the birthday was months away.

Jack wanted to start a game, but couldn't decide between baseball or basketball. The baseball"
"winogrande.9","After the terrible traffic accident, Justin paid 3 million to Benjamin, because Benjamin was severely injured.

Laura is teaching Tanya how to fish for catfish because Tanya is an inexperienced fisherman.

Christopher knew a lot about electricity but Leslie did not since Leslie studied botany in college.

When Christine suspected that Felicia was lying, she tried to set a trap. Then Christine got angry when it didn't work.

The pills did not get wet when dropped in a cup of water unlike the bud. The bud is absorbent.

Jennifer thought it was important to neuter a dog and Rachel did not because Jennifer"
"winogrande.1050","So Megan actually got avoided the basketball that was heading their way because Megan has nice reflexes and Maria don't.

Aaron thought the goth girl with all the piercings was hot but not Kevin. Aaron liked girls who looked freaky.

The ski did not fit in the red car because the car was too short.

At the doctor's, Kyle finds out that he is infertile, but Samuel is not, so Kyle is very sad.

Kyle got paint all over their hands during renovating the wall but not Leslie because Leslie was very neat.

Elena liked lizards more than Rachel did, so Rachel"
"winogrande.1177","Logan was able to sleep well every night, but Samuel struggled with nightly insomnia.  Logan usually felt very rested and refreshed.

Maria asked Tanya if a tooth infection was very painful because Tanya had a toothache before.

Jennifer likes eating french fries but Tanya likes eating mashed potatoes because Tanya likes soft foods.

Aaron wanted to help Samuel with their diet since Aaron remembered what it was like to be overweight.

I removed beef from my diet and added pork, as the pork turned out to be nourishing..

Angela loved to wear sun glasses but Jessica didn't. Jessica"
"winogrande.338","For the conference, they handed out complimentary tablets instead of pens. The tablets were easier to source.

Because Victoria was going to a casual event and Laura was going to a formal event, Victoria chose to wear a little makeup.

Joseph lost a great deal of money gambling in Las Vegas, but Christopher only lost a few dollars, because Joseph took more risks with their money.

The new exercise that she learned did not fit into her routine because the exercise took too much time.

They wanted more satiation at the wedding, so the planners used icing rather than fruit on the cake as the icing was more filling.

Although William liked animals less overall than Justin, Justin"
"winogrande.427","The toddler said something rude which offended Victoria but Samantha laughed. Samantha always liked the honesty of children.

Kenneth asked Jason for some tips on growing the perfect mustache, because Kenneth had never had one before.

Aaron accepted from William a wool blanket since it was cold outside. William was a good friend.

Heather poured the entire bottle of honey into her tea cup, until the bottle was empty.

She didn't like the style of the jacket, but enjoyed the look of the scarf, because the scarf was prestigious.

My employer offers a bonus of either a phone or a television, but unfortunately the phone"
"winogrande.685","The molding worked fine in the bathroom but was not used in the dining room because the bathroom was the proper humidity for it to apply.

The cabinets Maria chose were extremely hated by Katrina since Maria had complete say in the choice that was made.

Betty taught Maria how to prune her day lilies because Maria was a novice gardener.

Laura could not handle liquor and threw up all over Mary. Laura was really embarassed.

Robert invited Joseph into his big tent on a spring camping trip, because Joseph looked sad.

Carrie always arrived to work after Cynthia, as Cynthia"
"winogrande.647","Jessica had blood drawn at the hospital by Christine because Christine was the phlebotomist having tests run.

The young couple was furnishing their new home and decided to buy the drawer but not the dresser because the dresser was out of reach.

We ate the meat on a tortilla instead of bread because the bread was getting moldy.

Steven was not able to buy a suit today, but William was. This is because William had plenty of money.

Joseph fell asleep before Ryan, so Ryan ended up getting less sleep when they woke up in the morning.

The doctor told Kevin to exercise more often but not Neil. Kevin"
"winogrande.1115","Donald got an infection after the accident unlike Samuel, because Samuel cleaned the bad cut.

The man had good credit, for between debts and savings, he had far more of the savings .

The website designed by Eric looked very professional but Nelson's website looked shoddy, since Eric had a degree in website design.

The heat of the house was getting to him, so Mitch stopped playing with toy trucks and instead went to play with dolls on a bench. The dolls were outside.

The old harmonica sold for more at the auction when compared to the violin. The harmonica had a famous owner.

Cynthia had to pee after one large coffee but Betty did not as Cynthia"
"winogrande.632","Grace was trying to avoid swapping with me her dress for my sweater. She thinks my sweater is too baggy on her.

Patricia made a public statement against Amy, claiming they'd assaulted them, causing Patricia to have a lot of sympathy from the media.

Cindy decided to feed her pet rabbits carrots and not chocolates because the chocolates were not healthy.

Elena gave Jennifer help to tune her guitar because Jennifer had never done it before.

Mary wasn't sure whether to leave the country by plane or ship.  She ended up choosing the plane because she was afraid of water.

The children were not vaccinated, which was fine with Betty but annoyed Mary. Betty"
"winogrande.440","The man prays for Aaron way more than Matthew right now because Matthew is very healthy.

Elen decided to eat healthier and to swap chips for an eggplant. The eggplant is healthy.

Katrina's being taught how to speak Korean by Felicia, so Felicia was most likely born in Korea.

Jack cleaned out his car instead of his house because he only used the house to sleep.

Amy wanted to go back to work after retiring but Carrie did not because Carrie was occupied.

Cynthia had to pee after one large coffee but Betty did not as Betty"
"winogrande.711","Logan looked in shock at Benjamin for not returning his feelings because Logan loved him.

I felt lucky because when the fish slipped of my pole it fell right into the net. The net caught second.

Hunter broke and then fixed Dennis's old stove because Dennis felt mad about it breaking.

Robert always got worse marks for behavior on report cards than Nick, because Nick obeyed the teacher's requests.

Jennifer took the path that most people don't take unlike Tanya, due to Jennifer being an adventurer.

Sometimes I write in my journal with a pencil instead of a pen, but the pen"
"winogrande.340","Being romantic came naturally to Craig but not Michael because Michael did not love his wife very much.

Lawrence asked Brian for a ride to the grocery store because Brian had a car.

Benjamin knelt over and worked to remove the weeds assembled around the plants in the garden while Kevin watched and sighed, because Benjamin was a diligent gardener.

Steven always ate a lot of French fries but Kenneth did not as Steven really loved potatoes.

Leslie laughed at Christopher for having such short hair, and Christopher felt angry about it later.

Tom recently was approved for botox therapy.  He had a choice between near the office or near his house and went with his weekday convenience of the office"
"winogrande.449","The scars on Katrina's chest are worse than Megan's, as a result of Katrina being badly injured in the war.

Mary was the waiter for Samantha so Mary spent the dinner trying to make the other less hungry.

Justin's immigration visa has expired, while Lawrence's is currently valid, so Lawrence is here legally.

The breed of the animals was pure for the race, but mixed for the show. The race was strict.

The skateboard traveled faster than the skates did because the skateboard had much smoother wheels.

Emily decided to eat a lot more yucca than Carrie did. Carrie"
"winogrande.369","It was Tanya's turn to clean the bathtub and Natalie's turn to clean the sink. Tanya was obligated to clean the bathtub.

School was traumatic for Randy but Christopher remembers it fondly. Randy was shy and bullied by others.

Cara wanted to open a new bank account, but they ran a credit report and she was denied because the credit was bad.

Rachel tried to clean the doll off for Angela so she could play with it, but Rachel was having a hard time cleaning it.

Erin taunted Elena during their game of darts while the spectators looked at Erin with disgust.

Michael loved eating many different vegetables but not Brett because Michael"
"winogrande.1096","The chef opted to prepare the dish with onions instead of peppers, as customers said they loved the onions in the recipe.

Rachel made a chicken dinner for Felicia, and Felicia told them they were impressed with their cooking.

Jake chose chemotherapy for his cancer instead of pills because the doctor said the chemotherapy was more effective.

The wood wasn't holding up, so to prevent leakage we replaced it with ceramic. The ceramic was new.

Katrina would always mismatch the colors their socks and pants unlike Sarah, so Katrina had bad style.

The musician liked playing at the auditorium more than at the park because he sounded louder at the auditorium"
"winogrande.923","The bread that Maria made looks a lot prettier than the loaf Christine made because Christine barely decorated.

The woman tried to store her box in the home but the box was too large.

Sarah was able to get a car payment reduction without a refinanced loan unlike Kayla because Kayla had a worse credit score.

Jessica confided in Christine that she had never been in a relationship.  Jessica was embarrassed.

Logan's immune system was much stronger than Joseph's because Joseph hates to eat kumquats as a snack.

Caroline works in the catering and food wholesale industries, but enjoys food preparation more, so she prefers her work in the catering"
"winogrande.586","The team had overcome the deficit and had the lead in the 4th quarter, certain to win, as the deficit was so small.

The clothes that I wanted to take on the trip, didn't fit in the bags because the clothes were too large.

Patricia told Cynthia that she was going to start eating a banana every day to be healthier.  Patricia was changing.

Victoria lost the game and Lindsey chastised them for their failure, making Lindsey sound very mean.

Sarah was scared to death of Samantha, because Samantha was much bigger and always picking on people.

At their high school's homecoming dance, Natalie stayed on the floor for the slow dance while Maria got food during it, because Maria"
"winogrande.40","Randy assaulted Kenneth with his bat at a bar therefore the judge punished Randy .

The man went to the hospital instead of going to the theater because sick people went to the hospital .

Jeffrey is the tenant of Joseph because Jeffrey is too poor to own the apartment building.

Logan was attracted to the idea of a bellydance as opposed to Matthew's disgust, so Matthew did not attend the bellydancing event.

My wife and kids are coughing so my choices are the bed or couch. I don't really want to get sick so I'll take the couch .

Sara's cat got fleas so she bought a treatment and put it on the cat's neck. The cat was unhappy and tried to lick it off the neck"
"winogrande.494","Matthew went to college to get a reflexology degree and Robert went to a trade school, because Matthew had more money.

Earl got a new shirt for his daughter. It was a sports shirt to replace the oxford shirt because the oxford shirt is old.

Angela tested her water for mercury, and recommended Jessica do the same. Jessica wished she bought the test when to find out if her water was mercury free.

Lindsey was always organized but Victoria was rarely organized. Lindsey never had trouble when looking for something.

Elena would grab their inventory in the back of the store for Megan to sell each time because Megan was a loyal customer.

On Monday, Patricia made Felicia eggs for an early breakfast, but Felicia"
"winogrande.1178","Kayla had children of her own, but Laura has a foster child. It is more likely Kayla was fertile.

The box could not stand on the edge like the pot did because the pot is balanced.

Nick decided to leave the band, while Eric remained, because Nick was angry with the other members.

Christine is going to make Megan a special cake for their birthday but Christine does not like to bake.

Cynthia wanted to punish all of the opponents that Jennifer had forgiven, because Cynthia was vengeful.

The dog was more suspicious of the locker than of the package because the drugs were in the locker"
"winogrande.987","Neil didn't think that Derrick should pay for the damage to their car, because Neil was at fault.

Benjamin used dish soap for an emergency load of laundry while William used water, and so Benjamin had clean clothes.

The men were trying to put all the logs into the sheds. The logs would not all fit into the sheds , no matter what the men did.

Jessica went closer to the trees than Sarah although Jessica was afraid of the bees.

John bought the large painting but ignored the sculpture displayed because the painting is attractive.

When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher comforted Leslie"
"winogrande.60","The band often practice in the park instead of the bar because the bar interferes with their concentration.

John said that he preferred the chocolate frosting over the lemon frosting because the lemon tasted bad.

Tanya asked her mother Monica to take her to the doctor for her cough. Monica per her in the back and drove all the way to the appointment.

Jane thought the frame around the picture was better than the one around the mirror. The mirror was ugly.

Rebecca preferred food heated, while Katrina liked it cold, so Katrina never used the microwave .

It took a minute longer to melt the chocolate in the microwave than the caramel, because the chocolate"
"winogrande.1145","Christine kept badgering Monica to get her affection and attention because Christine is her daughter.

The teacher preferred sitting in a chair rather than a stool because the stool was uncomfortable.

The favorite meal of Brian involved catfish that Eric catches fresh daily, so Brian has a standing request for daily catch.

Patricia did not have a bruise like Sarah because Sarah loved playing full contact football.

Aaron gave Nick a blender as a housewarming gift since Aaron recently visited the house.

Elena enjoyed yoga classes while Amy preferred other forms of exercise; this was because Amy"
"winogrande.1054","Mary did not understand computers but Betty was a computer nerd, so Betty was happy to fix it when it broke.

Megan was deathly afraid of lightning but Jennifer was not. Jennifer ventured out in the thunderstorm.

Kayla asked Cynthia to help build a new website for their business. Cynthia was a web designer.

The strategy the teams used caused them to beat the opponents in the games, the opponents were losing.

The pineapple dish was served to Justin by Steven since Justin liked pineapple but could not bake well.

Tanya loved pepperoni on their pizza and Katrina loved sausage, so when it had just pepperoni Katrina"
"winogrande.563","Sarah encouraged Carrie to be more subtle in her movements, because Sarah is her sensei.

Building a bed frame was what Christine did for Jennifer because Jennifer had no knowledge of how.

No one could eat the salad without their face frowning and they all want a cup of juice after because the juice is sweet.

Honesty is always the best policy Benjamin believed while Kevin laughed. Kevin smiled when they took the shirt from the store.

Mary cleaned the toilet every day but Angela almost never did because Angela was very slovenly.

The hiking group had more food than water, so they tried to conserve the water"
"winogrande.819","The story was dreadful but the poem was a joy, because the poem had so many beautiful words in it.

I prefer to eat at a local restaurant than a chain because the service at the local restaurant feels personal.

Emily is taking a math class and Jennifer is taking a computer class at school, so Jennifer completed their computer networking homework.

The fluid that was drained from the engine didn't fit in the jar because the fluid was too much.

Derrick loved the feel of sand between their toes but Hunter didn't. Derrick took their shoes off at the beach.

Ian needed to adjust the mirror and Craig did not because Craig"
"winogrande.422","The young schoolboy bought some new jeans to replace his khakis because the khakis were old.

Kelly poured the entire bottle of dressing into the salad bowl until the bowl was full.

The car bounced along the road because there were a lot of potholes. The city needed to fix the road and soon.

The man decided between adding butter or banana to jelly, opting for the butter since he wanted a dairy flavor.

Mary but not Carrie had to be hospitalized because Carrie did not lose control of the vehicle and crash.

Adam was law-abiding and not a crook like Joseph, so it was surprising that Adam"
"winogrande.1060","The man chose between using analogies involving stars or mountains, and chose the mountains to create a more terrestrial image.

In the old days at the school, discipline was applied with a stick rather than the hand, as the stick tended to strike harder.

After Christmas Jeffrey decided to go on a diet but Donald didn't. Jeffrey had gained a lot of weight.

I bought a steel property at the same time as my wooden property. The steel property was harder.

Rachel tried to clean the doll off for Angela so she could play with it, but Angela was having a hard time waiting for it.

She used vinegar to wipe down the cabinets hourly and a wood cleaner monthly.  The vinegar"
"winogrande.1092","Jeffrey needs to drink coffee for the caffeine but Christopher does not because Christopher got a good nights sleep and is awake.

The clothing of the man had been lost, but at least someone discovered his wallet. wallet was found.

The windows were open in Jeffrey's room, but not in Justin's because Justin used air conditioning.

Jessica decided to object to the line of questioning toward Elena, because Elena was their client.

His plans didn't work out as well as her goals, because the plans were disconcerting to him.

the region was too crowded for our comfortable stay for all the people sent there , the region"
"winogrande.1216","The chronic and untreatable back pain made Betty talk to her doctor Katrina about medical marijuana. Katrina wrote a prescription for it at her next appointment.

Matthew worked in a greenhouse while Samuel did not since Samuel did not have all of the right educational qualifications necessary to work there.

Tiffany's back could bend in a full range of motion but her knee could not. The knee was less flexible.

Patricia wore a lot of eyeshadow but Jennifer did not because Jennifer was ignorant about makeup.

Natalie saw fish at the aquarium while Lindsey saw turtles, and Natalie took pictures of the fish.

John could not hear his alarm clock when he was sleeping with a headphone on his head because the headphone"
"winogrande.661","Carl would wash his stomach before his face because his stomach was next to his hands.

The man had an easier time walking in the desert than in the snow because it was cooler in the snow .

Jim turned on his iPad and was thinking of either playing a game or playing a video. He chose the game because it was more interactive.

Christopher felt more comfortable around women than Kenneth. so Christopher was considered to be smoother.

Rebecca was aware Tanya had been diagnosed with diabetes, so Tanya did not eat the cake.

Craig had cereal for breakfast while Dennis had a shake, so Craig"
"winogrande.355","Austen and Sara were tired of clothes cluttering their home but kept the gifts because the gifts were sparse.

Needing to repair a window pane and hang a picture, Shane found a hammer and some glue, so he used the glue to repair the window.

Mary would be retiring from being a teacher soon but Emily would not because Emily was very young.

His legs got stronger from pulling the sled instead of pushing the block, although sled was lighter in weight.

Brian was a great at painting, drawing, and art, while Joseph was fantastic at cooking, so Joseph recently had their work featured in a cooking magazine.

Hunter chose to eat a banana for breakfast every morning but Michael did not because Michael"
"winogrande.902","The stains were still on the clothing after using the bleach, so we switched to detergent, since the detergent was useful against them.

The boss did not attend the meeting but the secretary did because the secretary was available.

Kayla was avoided by Erin, because Kayla was always being so negative about everything all the time.

Carrie helped Natalie plan all of the company events for the conference because Natalie was an CEO.

I was making a voodoo doll with stuffing and a needle, but needed to switch to a thicker needle since the stuffing was thick.

Craig grew frustrated trying to coach Nick in soccer, as Nick"
"winogrande.1176","I chose the first plan rather the second plan, because the second plan seemed like it would be a failure.

The carpet in the living room was much cleaner than the carpet in the basement because living room is used very rarely.

Although he was 50, James wanted to go skiing with his boyfriend but he wasn't very fit. They chose surfing instead because the surfing was easier.

Patricia was very nervous about their upcoming wedding but Kayla was not, so Kayla had a sip of champagne to celebrate the occasion.

Cara wanted to open a new bank account, but they ran a credit report and she was denied because the bank was strict.

At the store, John signed a warranty contract for the tablet, but did not purchase insurance for the phone, because the tablet"
"winogrande.582","David got to the house long before Joanne because he took his car and she took the boat.  The boat was slower.

Staying healthy in the winter was easy for Hunter but not Eric because Eric didn't eat the right foods or exercise.

Benjamin drank Dennis's juice when they weren't looking last night so Benjamin was hiding the bottle.

The woman used the lipstick on her lips instead of the chapstick, because the chapstick made her lips feel uncomfortable.

Mary took Rachel to a fancy sit down restaurant in an effort to impress, because Mary could afford a nice meal.

Rachel knew exactly how to treat the injured person's wound but not Emily because Emily"
"winogrande.510","The teacher bought more markers than chalk because they had a bigger board for the markers .

The CEO was working with a new intern, and the intern had accidentally spilled coffee on the CEO’s clothing. Now the coffee is empty..

Michael was playing with chalk in the property of Kenneth. Michael was happy to scribble the chalk all over the pavement.

It was obvious that they were different, Tanya was very interested in mood rings while Natalie was more interested in practical things because Tanya was a creative person.

Tom wanted a piece of candy but he had not done the chores his mom asked him to do today.  Tom did the chores quickly to have the candy.

The man took longer to pay for the shoes than the shirt although he paid for the shirt"
"winogrande.497","Betty had yellowed teeth while Erin had perfectly teeth; Erin offered her some whitening toothpaste.

The menu choices were a cheeseburger or salad but because I didn't care about staying fit I chose the cheeseburger for dinner.

Brian but not Jeffrey came down with mono because Brian would kiss every girl every girl he saw.

The grease on the bridge caused the car to slide off, but the truck stayed in control, as the truck had such superior traction.

Jennifer ate a lot of food containing corn but Victoria did not because Victoria was trying to decrease carbohydrate consumption.

Felicia liked wearing glasses more than braces because she could take the glasses"
"winogrande.472","Jessica's car needed to go to the shop, but she had to wait because the shop was closed.

Monica did all they could to prevent Sarah from going, but Monica was unable to stop them.

The ring had a large gemstone, which amazed Victoria but not Cynthia, since Victoria had always been interested in geology.

The boy wanted to ride his bike to the job but the bike was too old.

At the park, the boy said hello to William but ignored Randy, because Randy was his enemy.

Kerry was running later when he took his car to work than when he took a taxi because he ran into more traffic in the car"
